salinity_min,salinity_max,sal_midpoint,depth_zone,functional_group,substrate,trait_source,species
15.0,35.0,25.0,circalittoral,filter_feeder,rock,tier1,Escharella immersa
20.0,35.0,28.0,circalittoral,predator,sand,tier1,Phoxocephalus holbolli
15.0,35.0,25.0,circalittoral,predator,rock,tier1,Psammechinus miliaris
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Laonome kroyeri
15.0,35.0,24.0,circalittoral,filter_feeder,soft,tier1,Astarte montagui
20.0,35.0,28.0,circalittoral,epibenthic,soft,tier1,Halcampa duodecimcirrata
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Pariambus typicus
15.0,35.0,25.0,circalittoral,epibenthic,rock,tier1,Sertularia cupressina
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Lysilla loveni
10.0,35.0,22.0,circalittoral,filter_feeder,rock,tier1,Hiatella arctica
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Nephtys pente
20.0,35.0,28.0,circalittoral,filter_feeder,rock,tier1,Musculus niger
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Fucus serratus
10.0,35.0,22.0,infralittoral,macroalga,plant,tier1,Dasya baillouviana
5.0,35.0,18.0,littoral,macroalga,rock,tier1,Nemalion multifidum
10.0,35.0,22.0,infralittoral,deposit_feeder,plant,tier1,Bittium reticulatum
5.0,35.0,15.0,infralittoral,deposit_feeder,soft,tier1,Scrobicularia plana
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Ulva linza
15.0,35.0,25.0,littoral,macroalga,rock,tier1,Ascophyllum nodosum
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Laonice bahusiensis
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Paramphinome jeffreysii
10.0,35.0,22.0,infralittoral,epibenthic,plant,tier1,Clytia hemisphaerica
20.0,35.0,28.0,circalittoral,suspension_feeder,soft,tier1,Polycirrus plumosus
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Hermania scabra
15.0,35.0,25.0,infralittoral,suspension_feeder,sand,tier1,Upogebia deltaura
0.0,20.0,6.0,infralittoral,predator,soft,tier1,Microphthalmus sczelkowii
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Philine quadripartita
15.0,35.0,25.0,infralittoral,deposit_feeder,sand,tier1,Bathyporeia pelagica
5.0,25.0,12.0,circalittoral,macroalga,rock,tier1,Phyllophora crispa
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Bonnemaisonia asparagoides
25.0,35.0,30.0,circalittoral,macroalga,rock,tier1,Ptilota gunneri
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Rhodophyllis divaricata
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Apoglossum ruscifolium
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Heterosiphonia plumosa
20.0,35.0,28.0,infralittoral,filter_feeder,rock,tier1,Spirorbis corallinae
15.0,35.0,25.0,circalittoral,filter_feeder,rock,tier1,Halisarca dujardinii
5.0,25.0,12.0,infralittoral,deposit_feeder,plant,tier1,Monocorophium insidiosum
5.0,20.0,10.0,infralittoral,macroalga,rock,tier1,Spongonema tomentosum
3.0,20.0,8.0,infralittoral,macroalga,rock,tier1,Halosiphon tomentosus
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Spongomorpha aeruginosa
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Callithamnion tetragonum
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Sargassum muticum
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Halidrys siliquosa
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Spermatochnus paradoxus
2.0,20.0,8.0,infralittoral,macroalga,rock,tier1,Chordaria flagelliformis
20.0,35.0,28.0,circalittoral,filter_feeder,rock,tier1,Modiolus modiolus
10.0,35.0,22.0,infralittoral,deposit_feeder,sand,tier1,Paraonis fulgens
